ministry_rank,org_code,ministry_or_organisation,registration_count,category_code,parent_category_code,stage,category_name,category_path,level_1_category,level_2_subcategory,level_3_subcategory,level_4_subcategory,level_5_subcategory,level_6_subcategory,level_7_subcategory,is_leaf_category,field_set_id,input_fields_for_ui,destination_routing_codes
1,MOLBR,Labour and Employment,11471,2259,2225,4,Banking company,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Banking company","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Banking company,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2260,2225,4,Insurance company,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Insurance company","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Insurance company,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2261,2225,4,Mines,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Mines","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Mines,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2262,2225,4,Oilfield,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Oilfield","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Oilfield,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2263,2225,4,Cantonment Board,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Cantonment Board","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Cantonment Board,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2264,2225,4,Major port,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Major port","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Major port,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2265,2225,4,Central PSUs,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Central PSUs","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Central PSUs,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2266,2225,4,Subsidiary companies of CPUs,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Subsidiary companies of CPUs","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Subsidiary companies of CPUs,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2267,2225,4,Corporation set up under an act of parliament,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Corporation set up under an act of parliament","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Corporation set up under an act of parliament,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2268,2225,4,Autonomous bodies owned or controlled by central govt.,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Autonomous bodies owned or controlled by central govt.","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Autonomous bodies owned or controlled by central govt.,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2269,2225,4,Any company in which central govt. has 51% share,"Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work) > Central Government > Any company in which central govt. has 51% share","Termination Related (Workman employed in any industry to do any manual, unskilled, skilled, technical, operational, clerical or supervisory work)",Central Government,Any company in which central govt. has 51% share,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2270,2227,4,Mines,Non-Payment of wages Related (Workers getting wages Rs. 24000 or less) > Central Government > Mines,Non-Payment of wages Related (Workers getting wages Rs. 24000 or less),Central Government,Mines,,,,,Yes,181,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Rates of wages and period for which wages in unpaid (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2271,2227,4,Railways,Non-Payment of wages Related (Workers getting wages Rs. 24000 or less) > Central Government > Railways,Non-Payment of wages Related (Workers getting wages Rs. 24000 or less),Central Government,Railways,,,,,Yes,181,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Rates of wages and period for which wages in unpaid (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2272,2227,4,Oil,Non-Payment of wages Related (Workers getting wages Rs. 24000 or less) > Central Government > Oil,Non-Payment of wages Related (Workers getting wages Rs. 24000 or less),Central Government,Oil,,,,,Yes,181,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Rates of wages and period for which wages in unpaid (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2273,2227,4,Air Transport Service,Non-Payment of wages Related (Workers getting wages Rs. 24000 or less) > Central Government > Air Transport Service,Non-Payment of wages Related (Workers getting wages Rs. 24000 or less),Central Government,Air Transport Service,,,,,Yes,181,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Rates of wages and period for which wages in unpaid (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2274,2229,4,"Employment by or under the authority of central govt. or a railway administration, corporation established, under any Act, Mine, Oilfield, Major part.","Wages less than min. wages (Workers hired to any work skilled or unskilled, manual or clerical) > Central Government > Employment by or under the authority of central govt. or a railway administration, corporation established, under any Act, Mine, Oilfield, Major part.","Wages less than min. wages (Workers hired to any work skilled or unskilled, manual or clerical)",Central Government,"Employment by or under the authority of central govt. or a railway administration, corporation established, under any Act, Mine, Oilfield, Major part.",,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2275,2229,4,Scheduled employment,"Wages less than min. wages (Workers hired to any work skilled or unskilled, manual or clerical) > Central Government > Scheduled employment","Wages less than min. wages (Workers hired to any work skilled or unskilled, manual or clerical)",Central Government,Scheduled employment,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
1,MOLBR,Labour and Employment,11471,2276,2231,4,Having branches in more than one state,Non-payment of gratuity (Employees having rendered 5 years of length of service) > Central Government > Having branches in more than one state,Non-payment of gratuity (Employees having rendered 5 years of length of service),Central Government,Having branches in more than one state,,,,,Yes,180,Name and address of the employer (required; Textbox; AlNum); State/UTs name (required; Textbox; AlNum); Location of workplace (required; Textbox; AlNum); Details of last wages drawn (optional; Textbox; AlNum); Region name (required; Dropdown; AlNum),
